patch_id,source_stem,true_type,split,y0,x0,patch_size,px_Fe2B,pct_Fe2B,px_FeTiB,pct_FeTiB,px_Alpha,pct_Alpha,px_TiB2,pct_TiB2,px_TiN,pct_TiN,tin_present,tin_pixel_count,tin_pixel_pct,total_pixels
378,Class_III_C103F3x10000_5,III,train,0,0,256,5354,8.169556,0,0.0,55375,84.495544,4807,7.3349,0,0.0,False,0,0.0,65536
379,Class_III_C103F3x10000_5,III,train,0,128,256,4842,7.388306,0,0.0,53942,82.30896,6573,10.029602,179,0.273132,True,179,0.273132,65536
380,Class_III_C103F3x10000_5,III,train,0,256,256,1264,1.928711,0,0.0,57895,88.340759,6186,9.439087,191,0.291443,True,191,0.291443,65536
381,Class_III_C103F3x10000_5,III,train,0,384,256,947,1.445007,0,0.0,64145,97.877502,400,0.610352,44,0.067139,True,44,0.067139,65536
382,Class_III_C103F3x10000_5,III,train,0,512,256,3748,5.718994,0,0.0,60501,92.3172,1255,1.914978,32,0.048828,True,32,0.048828,65536
383,Class_III_C103F3x10000_5,III,train,0,640,256,9233,14.08844,0,0.0,49875,76.10321,6411,9.78241,17,0.02594,True,17,0.02594,65536
384,Class_III_C103F3x10000_5,III,train,0,768,256,5657,8.631897,0,0.0,45664,69.677734,13941,21.272278,274,0.418091,True,274,0.418091,65536
385,Class_III_C103F3x10000_5,III,train,0,896,256,5996,9.14917,0,0.0,47916,73.114014,11308,17.254639,316,0.482178,True,316,0.482178,65536
386,Class_III_C103F3x10000_5,III,train,0,1024,256,9585,14.625549,0,0.0,51714,78.909302,4178,6.375122,59,0.090027,True,59,0.090027,65536
387,Class_III_C103F3x10000_5,III,train,128,0,256,4357,6.648254,0,0.0,60206,91.867065,973,1.48468,0,0.0,False,0,0.0,65536
388,Class_III_C103F3x10000_5,III,train,128,128,256,2974,4.537964,0,0.0,56477,86.177063,5861,8.943176,224,0.341797,True,224,0.341797,65536
389,Class_III_C103F3x10000_5,III,train,128,256,256,2885,4.402161,0,0.0,55123,84.111023,7263,11.082458,265,0.404358,True,265,0.404358,65536
390,Class_III_C103F3x10000_5,III,train,128,384,256,2371,3.617859,0,0.0,60101,91.706848,2910,4.440308,154,0.234985,True,154,0.234985,65536
391,Class_III_C103F3x10000_5,III,train,128,512,256,2045,3.120422,0,0.0,61663,94.090271,1715,2.616882,113,0.172424,True,113,0.172424,65536
392,Class_III_C103F3x10000_5,III,train,128,640,256,4007,6.114197,0,0.0,57182,87.252808,4347,6.632996,0,0.0,False,0,0.0,65536
393,Class_III_C103F3x10000_5,III,train,128,768,256,3686,5.62439,0,0.0,52607,80.271912,9156,13.970947,87,0.132751,True,87,0.132751,65536
394,Class_III_C103F3x10000_5,III,train,128,896,256,7259,11.076355,0,0.0,50920,77.697754,7211,11.003113,146,0.222778,True,146,0.222778,65536
395,Class_III_C103F3x10000_5,III,train,128,1024,256,9290,14.175415,0,0.0,48059,73.332214,8128,12.402344,59,0.090027,True,59,0.090027,65536
396,Class_III_C103F3x10000_5,III,train,256,0,256,2800,4.272461,0,0.0,60969,93.031311,1767,2.696228,0,0.0,False,0,0.0,65536
397,Class_III_C103F3x10000_5,III,train,256,128,256,326,0.497437,0,0.0,62431,95.262146,2671,4.075623,108,0.164795,True,108,0.164795,65536
398,Class_III_C103F3x10000_5,III,train,256,256,256,5687,8.677673,0,0.0,52663,80.357361,6999,10.679626,187,0.285339,True,187,0.285339,65536
399,Class_III_C103F3x10000_5,III,train,256,384,256,5686,8.676147,0,0.0,53647,81.858826,6043,9.220886,160,0.244141,True,160,0.244141,65536
400,Class_III_C103F3x10000_5,III,train,256,512,256,1604,2.44751,0,0.0,62136,94.812012,1715,2.616882,81,0.123596,True,81,0.123596,65536
401,Class_III_C103F3x10000_5,III,train,256,640,256,1475,2.250671,0,0.0,63459,96.83075,602,0.918579,0,0.0,False,0,0.0,65536
402,Class_III_C103F3x10000_5,III,train,256,768,256,2309,3.523254,0,0.0,59092,90.167236,4057,6.190491,78,0.119019,True,78,0.119019,65536
403,Class_III_C103F3x10000_5,III,train,256,896,256,4080,6.225586,0,0.0,57886,88.327026,3492,5.328369,78,0.119019,True,78,0.119019,65536
404,Class_III_C103F3x10000_5,III,train,256,1024,256,2353,3.590393,0,0.0,58214,88.827515,4969,7.582092,0,0.0,False,0,0.0,65536
405,Class_III_C103F3x10000_5,III,train,384,0,256,5095,7.774353,0,0.0,55769,85.096741,4672,7.128906,0,0.0,False,0,0.0,65536
406,Class_III_C103F3x10000_5,III,train,384,128,256,860,1.312256,0,0.0,60179,91.825867,4476,6.829834,21,0.032043,True,21,0.032043,65536
407,Class_III_C103F3x10000_5,III,train,384,256,256,5895,8.995056,0,0.0,52786,80.545044,6796,10.369873,59,0.090027,True,59,0.090027,65536
408,Class_III_C103F3x10000_5,III,train,384,384,256,7438,11.349487,0,0.0,52223,79.685974,5837,8.906555,38,0.057983,True,38,0.057983,65536
409,Class_III_C103F3x10000_5,III,train,384,512,256,3813,5.818176,0,0.0,58062,88.595581,3661,5.586243,0,0.0,False,0,0.0,65536
410,Class_III_C103F3x10000_5,III,train,384,640,256,4396,6.707764,0,0.0,58030,88.546753,3110,4.745483,0,0.0,False,0,0.0,65536
411,Class_III_C103F3x10000_5,III,train,384,768,256,6716,10.247803,0,0.0,55611,84.855652,3131,4.777527,78,0.119019,True,78,0.119019,65536
412,Class_III_C103F3x10000_5,III,train,384,896,256,4990,7.614136,0,0.0,57749,88.117981,2719,4.148865,78,0.119019,True,78,0.119019,65536
413,Class_III_C103F3x10000_5,III,train,384,1024,256,587,0.895691,0,0.0,63920,97.53418,1029,1.570129,0,0.0,False,0,0.0,65536
414,Class_III_C103F3x10000_5,III,train,512,0,256,4450,6.790161,0,0.0,57883,88.322449,3203,4.88739,0,0.0,False,0,0.0,65536
415,Class_III_C103F3x10000_5,III,train,512,128,256,900,1.373291,0,0.0,58615,89.439392,5853,8.930969,168,0.256348,True,168,0.256348,65536
416,Class_III_C103F3x10000_5,III,train,512,256,256,3729,5.690002,0,0.0,55767,85.093689,5872,8.959961,168,0.256348,True,168,0.256348,65536
417,Class_III_C103F3x10000_5,III,train,512,384,256,6583,10.044861,0,0.0,55757,85.07843,3196,4.876709,0,0.0,False,0,0.0,65536
418,Class_III_C103F3x10000_5,III,train,512,512,256,5090,7.766724,0,0.0,57318,87.460327,3128,4.772949,0,0.0,False,0,0.0,65536
419,Class_III_C103F3x10000_5,III,train,512,640,256,5935,9.056091,0,0.0,57093,87.117004,2508,3.826904,0,0.0,False,0,0.0,65536
420,Class_III_C103F3x10000_5,III,train,512,768,256,8012,12.225342,0,0.0,56362,86.001587,1134,1.730347,28,0.042725,True,28,0.042725,65536
421,Class_III_C103F3x10000_5,III,train,512,896,256,11097,16.932678,0,0.0,52181,79.621887,2230,3.40271,28,0.042725,True,28,0.042725,65536
422,Class_III_C103F3x10000_5,III,train,512,1024,256,7389,11.274719,0,0.0,56008,85.461426,2139,3.263855,0,0.0,False,0,0.0,65536
423,Class_III_C103F3x10000_5,III,train,640,0,256,5151,7.859802,0,0.0,60135,91.758728,250,0.38147,0,0.0,False,0,0.0,65536
424,Class_III_C103F3x10000_5,III,train,640,128,256,3456,5.273438,0,0.0,60556,92.401123,1377,2.101135,147,0.224304,True,147,0.224304,65536
425,Class_III_C103F3x10000_5,III,train,640,256,256,8024,12.243652,0,0.0,55363,84.477234,2002,3.05481,147,0.224304,True,147,0.224304,65536
426,Class_III_C103F3x10000_5,III,train,640,384,256,11169,17.042542,0,0.0,50941,77.729797,3426,5.227661,0,0.0,False,0,0.0,65536
427,Class_III_C103F3x10000_5,III,train,640,512,256,6105,9.315491,0,0.0,56823,86.705017,2608,3.979492,0,0.0,False,0,0.0,65536
428,Class_III_C103F3x10000_5,III,train,640,640,256,4502,6.869507,0,0.0,60241,91.920471,793,1.210022,0,0.0,False,0,0.0,65536
429,Class_III_C103F3x10000_5,III,train,640,768,256,4039,6.163025,0,0.0,59971,91.508484,1498,2.285767,28,0.042725,True,28,0.042725,65536
430,Class_III_C103F3x10000_5,III,train,640,896,256,11766,17.953491,0,0.0,52128,79.541016,1614,2.462769,28,0.042725,True,28,0.042725,65536
431,Class_III_C103F3x10000_5,III,train,640,1024,256,15048,22.961426,0,0.0,49100,74.920654,1388,2.11792,0,0.0,False,0,0.0,65536
432,Class_III_C103F3x10000_5,III,train,703,0,256,10570,16.12854,0,0.0,54966,83.87146,0,0.0,0,0.0,False,0,0.0,65536
433,Class_III_C103F3x10000_5,III,train,703,128,256,6263,9.55658,0,0.0,59243,90.397644,30,0.045776,0,0.0,False,0,0.0,65536
434,Class_III_C103F3x10000_5,III,train,703,256,256,8335,12.718201,0,0.0,57014,86.99646,187,0.285339,0,0.0,False,0,0.0,65536
435,Class_III_C103F3x10000_5,III,train,703,384,256,10959,16.722107,0,0.0,49752,75.915527,4825,7.362366,0,0.0,False,0,0.0,65536
436,Class_III_C103F3x10000_5,III,train,703,512,256,6088,9.289551,0,0.0,54780,83.587646,4668,7.122803,0,0.0,False,0,0.0,65536
437,Class_III_C103F3x10000_5,III,train,703,640,256,5213,7.954407,0,0.0,59530,90.835571,793,1.210022,0,0.0,False,0,0.0,65536
438,Class_III_C103F3x10000_5,III,train,703,768,256,6744,10.290527,0,0.0,57999,88.499451,793,1.210022,0,0.0,False,0,0.0,65536
439,Class_III_C103F3x10000_5,III,train,703,896,256,11535,17.601013,0,0.0,52879,80.686951,1122,1.712036,0,0.0,False,0,0.0,65536
440,Class_III_C103F3x10000_5,III,train,703,1024,256,13128,20.031738,0,0.0,51052,77.89917,1356,2.069092,0,0.0,False,0,0.0,65536
441,Class_III_C103F3x10000_6,III,val,0,0,256,6071,9.263611,0,0.0,59053,90.107727,412,0.628662,0,0.0,False,0,0.0,65536
442,Class_III_C103F3x10000_6,III,val,0,128,256,14782,22.555542,0,0.0,50342,76.815796,412,0.628662,0,0.0,False,0,0.0,65536
443,Class_III_C103F3x10000_6,III,val,0,256,256,13099,19.987488,0,0.0,52437,80.012512,0,0.0,0,0.0,False,0,0.0,65536
444,Class_III_C103F3x10000_6,III,val,0,384,256,5539,8.451843,0,0.0,58814,89.743042,1124,1.715088,59,0.090027,True,59,0.090027,65536
445,Class_III_C103F3x10000_6,III,val,0,512,256,8915,13.60321,0,0.0,55438,84.591675,1124,1.715088,59,0.090027,True,59,0.090027,65536
446,Class_III_C103F3x10000_6,III,val,0,640,256,6860,10.467529,0,0.0,57245,87.348938,1234,1.882935,197,0.300598,True,197,0.300598,65536
447,Class_III_C103F3x10000_6,III,val,0,768,256,1400,2.13623,0,0.0,62705,95.680237,1234,1.882935,197,0.300598,True,197,0.300598,65536
448,Class_III_C103F3x10000_6,III,val,0,896,256,998,1.522827,0,0.0,64395,98.258972,143,0.218201,0,0.0,False,0,0.0,65536
449,Class_III_C103F3x10000_6,III,val,0,1024,256,8936,13.635254,0,0.0,56378,86.026001,222,0.338745,0,0.0,False,0,0.0,65536
450,Class_III_C103F3x10000_6,III,val,128,0,256,3457,5.274963,0,0.0,61667,94.096375,412,0.628662,0,0.0,False,0,0.0,65536
451,Class_III_C103F3x10000_6,III,val,128,128,256,17474,26.663208,0,0.0,47650,72.70813,412,0.628662,0,0.0,False,0,0.0,65536
452,Class_III_C103F3x10000_6,III,val,128,256,256,25763,39.311218,0,0.0,39406,60.128784,367,0.559998,0,0.0,False,0,0.0,65536
453,Class_III_C103F3x10000_6,III,val,128,384,256,11954,18.240356,0,0.0,51869,79.145813,1654,2.523804,59,0.090027,True,59,0.090027,65536
454,Class_III_C103F3x10000_6,III,val,128,512,256,7311,11.155701,0,0.0,55822,85.177612,2344,3.57666,59,0.090027,True,59,0.090027,65536
455,Class_III_C103F3x10000_6,III,val,128,640,256,5589,8.528137,0,0.0,52276,79.766846,6893,10.517883,778,1.187134,True,778,1.187134,65536
456,Class_III_C103F3x10000_6,III,val,128,768,256,642,0.979614,0,0.0,57129,87.171936,6987,10.661316,778,1.187134,True,778,1.187134,65536
457,Class_III_C103F3x10000_6,III,val,128,896,256,210,0.320435,0,0.0,63580,97.015381,1746,2.664185,0,0.0,False,0,0.0,65536
458,Class_III_C103F3x10000_6,III,val,128,1024,256,3584,5.46875,0,0.0,61278,93.502808,674,1.028442,0,0.0,False,0,0.0,65536
459,Class_III_C103F3x10000_6,III,val,256,0,256,2375,3.623962,0,0.0,61857,94.386292,1304,1.989746,0,0.0,False,0,0.0,65536
460,Class_III_C103F3x10000_6,III,val,256,128,256,14131,21.562195,0,0.0,50101,76.448059,1304,1.989746,0,0.0,False,0,0.0,65536
461,Class_III_C103F3x10000_6,III,val,256,256,256,25410,38.772583,0,0.0,39424,60.15625,702,1.071167,0,0.0,False,0,0.0,65536
462,Class_III_C103F3x10000_6,III,val,256,384,256,23794,36.306763,0,0.0,40064,61.132812,1678,2.560425,0,0.0,False,0,0.0,65536
463,Class_III_C103F3x10000_6,III,val,256,512,256,27668,42.218018,0,0.0,31669,48.323059,6053,9.236145,146,0.222778,True,146,0.222778,65536
464,Class_III_C103F3x10000_6,III,val,256,640,256,19518,29.782104,0,0.0,34359,52.427673,10932,16.680908,727,1.109314,True,727,1.109314,65536
465,Class_III_C103F3x10000_6,III,val,256,768,256,5075,7.743835,0,0.0,52649,80.335999,7231,11.03363,581,0.886536,True,581,0.886536,65536
466,Class_III_C103F3x10000_6,III,val,256,896,256,2581,3.938293,0,0.0,61127,93.2724,1828,2.789307,0,0.0,False,0,0.0,65536
467,Class_III_C103F3x10000_6,III,val,256,1024,256,8099,12.358093,0,0.0,56985,86.952209,452,0.689697,0,0.0,False,0,0.0,65536
468,Class_III_C103F3x10000_6,III,val,384,0,256,3157,4.8172,0,0.0,61075,93.193054,1304,1.989746,0,0.0,False,0,0.0,65536
469,Class_III_C103F3x10000_6,III,val,384,128,256,8712,13.293457,0,0.0,55520,84.716797,1304,1.989746,0,0.0,False,0,0.0,65536
470,Class_III_C103F3x10000_6,III,val,384,256,256,12893,19.673157,0,0.0,52308,79.815674,335,0.511169,0,0.0,False,0,0.0,65536
471,Class_III_C103F3x10000_6,III,val,384,384,256,17786,27.139282,0,0.0,45351,69.200134,2399,3.660583,0,0.0,False,0,0.0,65536
472,Class_III_C103F3x10000_6,III,val,384,512,256,30817,47.02301,0,0.0,25744,39.282227,8579,13.090515,396,0.604248,True,396,0.604248,65536
473,Class_III_C103F3x10000_6,III,val,384,640,256,26027,39.71405,0,0.0,30412,46.405029,8701,13.276672,396,0.604248,True,396,0.604248,65536
474,Class_III_C103F3x10000_6,III,val,384,768,256,15877,24.226379,0,0.0,45098,68.814087,4472,6.82373,89,0.135803,True,89,0.135803,65536
475,Class_III_C103F3x10000_6,III,val,384,896,256,18834,28.738403,0,0.0,44327,67.637634,2286,3.488159,89,0.135803,True,89,0.135803,65536
476,Class_III_C103F3x10000_6,III,val,384,1024,256,18405,28.083801,0,0.0,47131,71.916199,0,0.0,0,0.0,False,0,0.0,65536
477,Class_III_C103F3x10000_6,III,val,512,0,256,1316,2.008057,0,0.0,63611,97.062683,609,0.92926,0,0.0,False,0,0.0,65536
478,Class_III_C103F3x10000_6,III,val,512,128,256,1170,1.785278,0,0.0,63757,97.285461,609,0.92926,0,0.0,False,0,0.0,65536
479,Class_III_C103F3x10000_6,III,val,512,256,256,2517,3.840637,0,0.0,63019,96.159363,0,0.0,0,0.0,False,0,0.0,65536
480,Class_III_C103F3x10000_6,III,val,512,384,256,5204,7.940674,0,0.0,58382,89.083862,1950,2.975464,0,0.0,False,0,0.0,65536
481,Class_III_C103F3x10000_6,III,val,512,512,256,15417,23.524475,0,0.0,44860,68.450928,5009,7.643127,250,0.38147,True,250,0.38147,65536
482,Class_III_C103F3x10000_6,III,val,512,640,256,19752,30.13916,0,0.0,41542,63.388062,3992,6.091309,250,0.38147,True,250,0.38147,65536
483,Class_III_C103F3x10000_6,III,val,512,768,256,20383,31.10199,0,0.0,39624,60.461426,5440,8.300781,89,0.135803,True,89,0.135803,65536
484,Class_III_C103F3x10000_6,III,val,512,896,256,26058,39.761353,0,0.0,34882,53.225708,4507,6.877136,89,0.135803,True,89,0.135803,65536
485,Class_III_C103F3x10000_6,III,val,512,1024,256,16278,24.838257,0,0.0,49258,75.161743,0,0.0,0,0.0,False,0,0.0,65536
486,Class_III_C103F3x10000_6,III,val,640,0,256,3950,6.027222,0,0.0,59384,90.612793,2024,3.088379,178,0.271606,True,178,0.271606,65536
487,Class_III_C103F3x10000_6,III,val,640,128,256,1880,2.868652,0,0.0,61841,94.361877,1670,2.548218,145,0.221252,True,145,0.221252,65536
488,Class_III_C103F3x10000_6,III,val,640,256,256,2345,3.578186,0,0.0,62791,95.811462,367,0.559998,33,0.050354,True,33,0.050354,65536
489,Class_III_C103F3x10000_6,III,val,640,384,256,2591,3.953552,0,0.0,62458,95.303345,487,0.743103,0,0.0,False,0,0.0,65536
490,Class_III_C103F3x10000_6,III,val,640,512,256,5571,8.500671,0,0.0,58914,89.89563,1051,1.603699,0,0.0,False,0,0.0,65536
491,Class_III_C103F3x10000_6,III,val,640,640,256,8708,13.287354,0,0.0,56264,85.852051,564,0.860596,0,0.0,False,0,0.0,65536
492,Class_III_C103F3x10000_6,III,val,640,768,256,11379,17.362976,0,0.0,49716,75.860596,4246,6.478882,195,0.297546,True,195,0.297546,65536
493,Class_III_C103F3x10000_6,III,val,640,896,256,11793,17.99469,0,0.0,49302,75.228882,4246,6.478882,195,0.297546,True,195,0.297546,65536
494,Class_III_C103F3x10000_6,III,val,640,1024,256,7737,11.805725,0,0.0,57799,88.194275,0,0.0,0,0.0,False,0,0.0,65536
495,Class_III_C103F3x10000_6,III,val,703,0,256,7480,11.413574,0,0.0,55371,84.489441,2481,3.785706,204,0.311279,True,204,0.311279,65536
496,Class_III_C103F3x10000_6,III,val,703,128,256,2075,3.166199,0,0.0,61719,94.17572,1564,2.386475,178,0.271606,True,178,0.271606,65536
497,Class_III_C103F3x10000_6,III,val,703,256,256,3520,5.371094,0,0.0,61080,93.200684,870,1.327515,66,0.100708,True,66,0.100708,65536
498,Class_III_C103F3x10000_6,III,val,703,384,256,4231,6.455994,0,0.0,61305,93.544006,0,0.0,0,0.0,False,0,0.0,65536
499,Class_III_C103F3x10000_6,III,val,703,512,256,1955,2.983093,0,0.0,63581,97.016907,0,0.0,0,0.0,False,0,0.0,65536
500,Class_III_C103F3x10000_6,III,val,703,640,256,3293,5.024719,0,0.0,62243,94.975281,0,0.0,0,0.0,False,0,0.0,65536
501,Class_III_C103F3x10000_6,III,val,703,768,256,7054,10.76355,0,0.0,54175,82.66449,4112,6.274414,195,0.297546,True,195,0.297546,65536
502,Class_III_C103F3x10000_6,III,val,703,896,256,6274,9.573364,0,0.0,54955,83.854675,4112,6.274414,195,0.297546,True,195,0.297546,65536
503,Class_III_C103F3x10000_6,III,val,703,1024,256,5268,8.03833,0,0.0,60268,91.96167,0,0.0,0,0.0,False,0,0.0,65536
504,Class_III_C103F3x10000_7,III,train,0,0,256,10920,16.662598,0,0.0,53576,81.750488,1040,1.586914,0,0.0,False,0,0.0,65536
505,Class_III_C103F3x10000_7,III,train,0,128,256,18794,28.677368,0,0.0,45340,69.18335,1382,2.108765,20,0.030518,True,20,0.030518,65536
506,Class_III_C103F3x10000_7,III,train,0,256,256,9965,15.205383,0,0.0,54465,83.106995,1086,1.657104,20,0.030518,True,20,0.030518,65536
507,Class_III_C103F3x10000_7,III,train,0,384,256,6691,10.209656,0,0.0,57488,87.719727,1225,1.869202,132,0.201416,True,132,0.201416,65536
508,Class_III_C103F3x10000_7,III,train,0,512,256,8358,12.753296,0,0.0,53120,81.054688,3821,5.830383,237,0.361633,True,237,0.361633,65536
509,Class_III_C103F3x10000_7,III,train,0,640,256,3826,5.838013,0,0.0,58249,88.88092,3347,5.107117,114,0.17395,True,114,0.17395,65536
510,Class_III_C103F3x10000_7,III,train,0,768,256,4748,7.244873,0,0.0,59337,90.541077,1429,2.180481,22,0.033569,True,22,0.033569,65536
511,Class_III_C103F3x10000_7,III,train,0,896,256,9613,14.668274,0,0.0,54722,83.499146,1178,1.797485,23,0.035095,True,23,0.035095,65536
512,Class_III_C103F3x10000_7,III,train,0,1024,256,7903,12.059021,0,0.0,56244,85.821533,1367,2.085876,22,0.033569,True,22,0.033569,65536
513,Class_III_C103F3x10000_7,III,train,128,0,256,5033,7.679749,0,0.0,59507,90.800476,996,1.519775,0,0.0,False,0,0.0,65536
514,Class_III_C103F3x10000_7,III,train,128,128,256,10926,16.671753,0,0.0,52760,80.505371,1749,2.668762,101,0.154114,True,101,0.154114,65536
515,Class_III_C103F3x10000_7,III,train,128,256,256,9007,13.743591,0,0.0,54550,83.236694,1878,2.865601,101,0.154114,True,101,0.154114,65536
516,Class_III_C103F3x10000_7,III,train,128,384,256,8287,12.644958,0,0.0,54572,83.270264,2446,3.7323,231,0.352478,True,231,0.352478,65536
517,Class_III_C103F3x10000_7,III,train,128,512,256,9220,14.068604,0,0.0,51289,78.260803,4691,7.157898,336,0.512695,True,336,0.512695,65536
518,Class_III_C103F3x10000_7,III,train,128,640,256,3264,4.980469,0,0.0,59379,90.605164,2788,4.25415,105,0.160217,True,105,0.160217,65536
519,Class_III_C103F3x10000_7,III,train,128,768,256,5640,8.605957,0,0.0,57443,87.651062,2399,3.660583,54,0.082397,True,54,0.082397,65536
520,Class_III_C103F3x10000_7,III,train,128,896,256,8586,13.101196,0,0.0,54676,83.428955,2220,3.387451,54,0.082397,True,54,0.082397,65536
521,Class_III_C103F3x10000_7,III,train,128,1024,256,4818,7.351685,0,0.0,60493,92.304993,225,0.343323,0,0.0,False,0,0.0,65536
522,Class_III_C103F3x10000_7,III,train,256,0,256,12938,19.741821,0,0.0,51896,79.187012,702,1.071167,0,0.0,False,0,0.0,65536
523,Class_III_C103F3x10000_7,III,train,256,128,256,12903,19.688416,0,0.0,51215,78.147888,1337,2.0401,81,0.123596,True,81,0.123596,65536
524,Class_III_C103F3x10000_7,III,train,256,256,256,8338,12.722778,0,0.0,54086,82.528687,2971,4.533386,141,0.215149,True,141,0.215149,65536
525,Class_III_C103F3x10000_7,III,train,256,384,256,14082,21.487427,0,0.0,46342,70.71228,4921,7.50885,191,0.291443,True,191,0.291443,65536
526,Class_III_C103F3x10000_7,III,train,256,512,256,14301,21.821594,0,0.0,46452,70.880127,4652,7.098389,131,0.19989,True,131,0.19989,65536
527,Class_III_C103F3x10000_7,III,train,256,640,256,10551,16.099548,0,0.0,53386,81.460571,1599,2.43988,0,0.0,False,0,0.0,65536
528,Class_III_C103F3x10000_7,III,train,256,768,256,10033,15.309143,0,0.0,53911,82.261658,1551,2.366638,41,0.062561,True,41,0.062561,65536
529,Class_III_C103F3x10000_7,III,train,256,896,256,8929,13.624573,0,0.0,55059,84.013367,1507,2.2995,41,0.062561,True,41,0.062561,65536
530,Class_III_C103F3x10000_7,III,train,256,1024,256,3198,4.879761,0,0.0,61620,94.024658,637,0.971985,81,0.123596,True,81,0.123596,65536
531,Class_III_C103F3x10000_7,III,train,384,0,256,15904,24.267578,0,0.0,48558,74.093628,1007,1.53656,67,0.102234,True,67,0.102234,65536
532,Class_III_C103F3x10000_7,III,train,384,128,256,12695,19.371033,0,0.0,52064,79.443359,777,1.185608,0,0.0,False,0,0.0,65536
533,Class_III_C103F3x10000_7,III,train,384,256,256,5961,9.095764,0,0.0,57246,87.350464,2269,3.462219,60,0.091553,True,60,0.091553,65536
534,Class_III_C103F3x10000_7,III,train,384,384,256,17743,27.073669,0,0.0,43719,66.7099,3982,6.07605,92,0.140381,True,92,0.140381,65536
535,Class_III_C103F3x10000_7,III,train,384,512,256,23161,35.340881,0,0.0,38170,58.242798,4173,6.367493,32,0.048828,True,32,0.048828,65536
536,Class_III_C103F3x10000_7,III,train,384,640,256,15528,23.693848,0,0.0,47797,72.932434,2211,3.373718,0,0.0,False,0,0.0,65536
537,Class_III_C103F3x10000_7,III,train,384,768,256,10799,16.477966,0,0.0,54212,82.720947,525,0.801086,0,0.0,False,0,0.0,65536
538,Class_III_C103F3x10000_7,III,train,384,896,256,11936,18.212891,0,0.0,52538,80.166626,1013,1.545715,49,0.074768,True,49,0.074768,65536
539,Class_III_C103F3x10000_7,III,train,384,1024,256,9336,14.245605,0,0.0,54044,82.4646,1977,3.016663,179,0.273132,True,179,0.273132,65536
540,Class_III_C103F3x10000_7,III,train,512,0,256,12751,19.456482,0,0.0,51523,78.617859,1195,1.823425,67,0.102234,True,67,0.102234,65536
541,Class_III_C103F3x10000_7,III,train,512,128,256,4241,6.471252,0,0.0,60292,91.998291,938,1.431274,65,0.099182,True,65,0.099182,65536
542,Class_III_C103F3x10000_7,III,train,512,256,256,5249,8.009338,0,0.0,57070,87.081909,3034,4.629517,183,0.279236,True,183,0.279236,65536
543,Class_III_C103F3x10000_7,III,train,512,384,256,14339,21.879578,0,0.0,48658,74.246216,2421,3.694153,118,0.180054,True,118,0.180054,65536
544,Class_III_C103F3x10000_7,III,train,512,512,256,20847,31.809998,0,0.0,42885,65.437317,1804,2.752686,0,0.0,False,0,0.0,65536
545,Class_III_C103F3x10000_7,III,train,512,640,256,11783,17.979431,0,0.0,51352,78.356934,2401,3.663635,0,0.0,False,0,0.0,65536
546,Class_III_C103F3x10000_7,III,train,512,768,256,5563,8.488464,0,0.0,58437,89.167786,1536,2.34375,0,0.0,False,0,0.0,65536
547,Class_III_C103F3x10000_7,III,train,512,896,256,12073,18.421936,0,0.0,51587,78.715515,1827,2.787781,49,0.074768,True,49,0.074768,65536
548,Class_III_C103F3x10000_7,III,train,512,1024,256,16375,24.986267,0,0.0,46510,70.968628,2447,3.733826,204,0.311279,True,204,0.311279,65536
549,Class_III_C103F3x10000_7,III,train,640,0,256,21493,32.795715,0,0.0,42153,64.320374,1794,2.737427,96,0.146484,True,96,0.146484,65536
550,Class_III_C103F3x10000_7,III,train,640,128,256,18178,27.737427,0,0.0,44358,67.684937,2898,4.421997,102,0.15564,True,102,0.15564,65536
551,Class_III_C103F3x10000_7,III,train,640,256,256,17056,26.025391,0,0.0,44418,67.776489,3842,5.862427,220,0.335693,True,220,0.335693,65536
552,Class_III_C103F3x10000_7,III,train,640,384,256,21474,32.766724,0,0.0,41805,63.789368,2139,3.263855,118,0.180054,True,118,0.180054,65536
553,Class_III_C103F3x10000_7,III,train,640,512,256,21206,32.357788,0,0.0,43129,65.809631,1201,1.832581,0,0.0,False,0,0.0,65536
554,Class_III_C103F3x10000_7,III,train,640,640,256,10240,15.625,0,0.0,52929,80.763245,2367,3.611755,0,0.0,False,0,0.0,65536
555,Class_III_C103F3x10000_7,III,train,640,768,256,2690,4.104614,0,0.0,61023,93.113708,1823,2.781677,0,0.0,False,0,0.0,65536
556,Class_III_C103F3x10000_7,III,train,640,896,256,6565,10.017395,0,0.0,57394,87.576294,1517,2.314758,60,0.091553,True,60,0.091553,65536
557,Class_III_C103F3x10000_7,III,train,640,1024,256,9813,14.97345,0,0.0,53551,81.712341,1993,3.041077,179,0.273132,True,179,0.273132,65536
558,Class_III_C103F3x10000_7,III,train,703,0,256,19011,29.008484,0,0.0,44635,68.107605,1794,2.737427,96,0.146484,True,96,0.146484,65536
559,Class_III_C103F3x10000_7,III,train,703,128,256,19931,30.412292,0,0.0,42605,65.010071,2898,4.421997,102,0.15564,True,102,0.15564,65536
560,Class_III_C103F3x10000_7,III,train,703,256,256,16688,25.463867,0,0.0,44786,68.338013,3842,5.862427,220,0.335693,True,220,0.335693,65536
561,Class_III_C103F3x10000_7,III,train,703,384,256,18633,28.431702,0,0.0,44431,67.796326,2354,3.591919,118,0.180054,True,118,0.180054,65536
562,Class_III_C103F3x10000_7,III,train,703,512,256,16628,25.372314,0,0.0,46545,71.022034,2319,3.538513,44,0.067139,True,44,0.067139,65536
